Intrusions_Tabberabberan,MetamorphicFacies_Benambran,MetamorphicFacies_KanimblanTablelands,MetamorphicFacies_Tabberabberan,RockUnits_CSP,RockUnits_LAO
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Upper Greenschist,Saprolite,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Conglomerate
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Siliciclastic sedimentary rock
Tonalite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Tonalite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Andesite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Igneous rock
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Igneous rock,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Clastic sediment,Slate
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Basalt
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Conglomerate
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Siliciclastic sedimentary rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Andesite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Andesite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Clastic sediment,Basalt
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Shale
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Sandstone
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Siltstone
Null,Subgreenschist facies,Greenschist facies,Subgreenschist facies,Clastic sediment,Quartzite
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Greenschist facies,Greenschist facies,Null,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Granite,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Granite
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Greenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Siltstone
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Clastic sediment,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Rhyolite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Igneous rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Slate
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Null,Upper Greenschist,Subgreenschist facies,Greenschist facies,Null,Basalt
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Dacite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Granite
Granite,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Granite
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Null,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Pyroclastic rock
Null,Subgreenschist facies,Subgreenschist facies,Greenschist facies,Saprolite,Sandstone
Null,Subgreenschist facies,Subgreenschist facies,Subgreenschist facies,Null,Pyroclastic rock
